
Coursera - Cloud Computing,https://www.coursera.org/learn/cloud-computing/home/welcome
Coursera - Intro to Probability & Data,https://www.coursera.org/learn/probability-intro/home/welcome
Coursera - Inferential Statistics,https://www.coursera.org/learn/inferential-statistics-intro/home/welcome
